,Name,R,2B,3B,HR,BB,IBB,SO,BA,OBP,SLG,OPS,bbType_flyBall,bbType_groundBall,bbType_lineDrive,bbType_popUp,2BperPA,3BperPA,HRperPA,BBperPA,IBBperPA,SOperPA,launch_speed_median,launch_angle_median,p1,p2,p3,p4
165,Jonny Gomes,332,102,5,104,281,15,721,0.241,0.332,0.422,0.754,0.35315682281059063,0.3120162932790224,0.2057026476578412,0.12912423625254582,0.03755522827687776,0.0018409425625920469,0.03829160530191458,0.10346097201767304,0.005522827687776143,0.2654639175257732,89.5,15.5,-2.8305394364542447,-1.425146578995629,-1.2110052755243872,2.8978524467690567
166,Yan Gomes,320,143,7,103,166,12,716,0.246,0.298,0.422,0.72,0.2760338814150473,0.3861484803188839,0.2610861983059293,0.07673143996013951,0.04932735426008968,0.0024146257330113826,0.03552949292859607,0.05726112452569852,0.004139358399448086,0.24698171783373574,89.85,18.0,-2.8184798605344854,-1.3738145983288061,-1.1350712389446675,2.9597814772942415
167,Carlos Gomez,661,233,41,143,311,7,1232,0.252,0.313,0.414,0.727,0.2441209406494961,0.4479283314669653,0.2074468085106383,0.10050391937290032,0.0457940251572327,0.008058176100628929,0.028105345911949686,0.06112421383647799,0.0013757861635220125,0.24213836477987424,89.2,14.0,-2.803586052023912,-1.4530649825651976,-1.208843076848704,2.8949059448976304
168,Adrian Gonzalez,789,343,7,256,653,138,1105,0.28800000000000003,0.361,0.484,0.846,0.2854244166384849,0.4168075752451809,0.2475481907338519,0.05021981738248225,0.05285868392664509,0.0010787486515641855,0.0394513792572045,0.10063183849591616,0.0212667591308368,0.17028817999691787,90.3,13.0,-2.8384604498749106,-1.4992172408555937,-1.2467290640181747,2.9024121203563413
170,Carlos Gonzalez,821,302,40,234,448,55,1240,0.285,0.343,0.5,0.843,0.2001034126163392,0.4700103412616339,0.2536194415718718,0.07626680455015512,0.05441441441441442,0.0072072072072072065,0.04216216216216216,0.08072072072072073,0.00990990990990991,0.22342342342342345,89.9,8.0,-2.8526862613799495,-1.5645524034918605,-1.3271791628300555,2.8365516452625372
171,Marwin Gonzalez,370,162,8,96,227,10,681,0.261,0.317,0.412,0.7290000000000001,0.2024661893396977,0.4773269689737471,0.2553699284009546,0.06483691328560064,0.04808548530721282,0.0023745918670228555,0.02849510240427426,0.06737904422677353,0.0029682398337785693,0.20213713268032055,91.4,11.0,-2.8834185269609245,-1.543853532892272,-1.2970368875779323,2.934032729530706
172,Alex Gordon,807,321,22,175,643,44,1398,0.258,0.34,0.41,0.7509999999999999,0.28665997993981945,0.4132397191574724,0.2365095285857573,0.0633901705115346,0.048277936531809285,0.003308768235824936,0.026319747330425632,0.09670627161979244,0.006617536471649872,0.2102571815310573,90.0,13.0,-2.839842678174605,-1.4960356382139068,-1.2540883551600925,2.898124661150821
173,Yasmani Grandal,401,143,7,149,487,9,831,0.24,0.348,0.445,0.7929999999999999,0.2517037710131758,0.4393457519309405,0.2276238073602908,0.0813266696955929,0.04102122776821572,0.002008032128514056,0.04274239816408491,0.13970166379804935,0.002581755593803787,0.23838209982788294,91.6,14.0,-2.8997995076232117,-1.5126829072783332,-1.2902508938601298,2.9292482060042904
174,Curtis Granderson,985,270,59,294,793,28,1550,0.241,0.336,0.459,0.795,0.3388518985063884,0.3638653949973007,0.2195429188411013,0.07773978765520964,0.04000592680397096,0.008742035857164024,0.04356200918654615,0.11749888872425544,0.0041487627796710615,0.2296636538746481,90.8,19.0,-2.842455663108625,-1.405220128076717,-1.171672708463485,2.9651582418787767
175,Didi Gregorius,451,155,21,120,216,18,509,0.265,0.315,0.433,0.748,0.2438608458390177,0.4075716234652115,0.2418144611186903,0.10675306957708047,0.0428295109146173,0.005802707930367505,0.033158331030671465,0.059684995855208624,0.004973749654600719,0.1406465874550981,87.3,15.0,-2.745609610855873,-1.3670220886275528,-1.1417073057324036,2.845001953793258
176,Randal Grichuk,352,153,20,134,156,6,748,0.246,0.295,0.483,0.778,0.26991150442477874,0.3871681415929204,0.23783185840707965,0.10508849557522124,0.0565410199556541,0.007390983000739098,0.04951958610495196,0.057649667405764965,0.0022172949002217295,0.2764227642276423,92.1,16.0,-2.8936274271651796,-1.459600862763137,-1.2053995590879023,2.9951501358029824
177,Robbie Grossman,319,131,10,50,345,5,574,0.252,0.35,0.38,0.73,0.2438490978676873,0.4149808638600328,0.2761071623838163,0.06506287588846364,0.04767103347889374,0.00363901018922853,0.018195050946142648,0.12554585152838427,0.001819505094614265,0.2088791848617176,88.7,14.0,-2.82977686507019,-1.4324332176999777,-1.2272271812691775,2.8553178982430096
179,Yuli Gurriel,264,135,5,71,99,3,229,0.287,0.324,0.468,0.792,0.20795107033639146,0.42456676860346587,0.2680937818552497,0.09938837920489296,0.06379962192816635,0.002362948960302457,0.0335538752362949,0.04678638941398866,0.0014177693761814744,0.10822306238185256,91.5,12.0,-2.8899435794396413,-1.5047802049643964,-1.2406671062186565,2.9485546954005453
180,Franklin Gutierrez,330,128,7,83,203,11,630,0.255,0.312,0.404,0.716,0.2826362484157161,0.4621884241656105,0.180397127165188,0.07477820025348543,0.044290657439446365,0.002422145328719723,0.028719723183391006,0.07024221453287198,0.0038062283737024228,0.2179930795847751,94.4,10.0,-2.952728105483597,-1.6651378161310173,-1.379230152295174,3.0188394832561776
181,Jedd Gyorko,317,111,5,121,248,6,670,0.245,0.31,0.424,0.735,0.2740126767430522,0.4100438810336421,0.25109702584105315,0.06484641638225255,0.0372108615487764,0.0016761649346295675,0.040563191418035535,0.08313778075762655,0.002011397921555481,0.22460610124036204,89.8,15.0,-2.8199494306017017,-1.4388111832154553,-1.2128796496306484,2.9145901913640455
185,Billy Hamilton,416,101,36,22,224,1,648,0.241,0.29600000000000004,0.325,0.621,0.17252112049799911,0.4642063139172966,0.27612272120942644,0.0871498443752779,0.03232,0.01152,0.00704,0.07168,0.00032,0.20736,82.9,12.0,-2.6464740546074483,-1.3190516864432515,-1.1508408176598321,2.680601800439509
186,Josh Hamilton,557,217,22,181,319,51,873,0.29,0.348,0.513,0.86,0.31141321530192856,0.4151122352197281,0.2352197281062283,0.03825482137211508,0.05407425865935709,0.00548218290555694,0.04510341390480937,0.07949165213057563,0.01270869673560927,0.2175429852977822,89.7,11.0,-2.811593701783213,-1.53522604723045,-1.271715955278382,2.866503441631243
187,Ryan Hanigan,189,70,1,30,254,39,288,0.251,0.344,0.334,0.6779999999999999,0.20899007589025104,0.5055458260361938,0.2253356684179801,0.060128429655575015,0.031000885739592563,0.00044286979627989367,0.013286093888396813,0.112488928255093,0.017271922054915855,0.1275465013286094,84.7,5.0,-2.6970596768211905,-1.5319511058327178,-1.328877616782689,2.65256950632234
189,J.J. Hardy,570,234,12,148,317,16,816,0.255,0.302,0.404,0.705,0.26337943475646425,0.4582080577269994,0.1846061334936861,0.09360593305271596,0.04583741429970617,0.0023506366307541626,0.028991185112634668,0.062095984329089124,0.0031341821743388837,0.15984329089128305,89.8,9.0,-2.8196007757871553,-1.5740435140075044,-1.3067779943827276,2.8645854787686242
190,Bryce Harper,749,228,21,232,733,89,1055,0.276,0.387,0.513,0.9,0.2479153303399615,0.4239897370109044,0.2658755612572162,0.0622193713919179,0.04669260700389105,0.0043006348556215435,0.04751177554781896,0.15011263567479008,0.01822650010239607,0.2160557034609871,92.9,14.0,-2.9432808451752255,-1.5244655603662258,-1.3028190560905573,2.963449258039741
191,Josh Harrison,384,163,28,56,132,5,495,0.273,0.314,0.402,0.716,0.2660693416439424,0.41332294507206857,0.25321386832878845,0.06739384495520062,0.050169282856263465,0.008618036318867343,0.017236072637734686,0.040627885503231764,0.0015389350569405972,0.1523545706371191,87.95,16.0,-2.75363702250903,-1.3760691597933237,-1.126659202062821,2.8932305403761087
192,Corey Hart,422,173,21,127,227,12,684,0.267,0.326,0.47,0.7959999999999999,0.3315363881401617,0.4211590296495957,0.1849730458221024,0.062331536388140166,0.05359355638166047,0.006505576208178439,0.03934324659231722,0.07032218091697645,0.0037174721189591076,0.21189591078066916,83.6,7.0,-2.6324210088276105,-1.5012835451921638,-1.2468079562412384,2.6357015923759897
194,Chase Headley,636,271,16,130,572,30,1294,0.263,0.343,0.4,0.742,0.25383216419849314,0.452325279293323,0.2392829306313328,0.05455962587685114,0.04721254355400697,0.002787456445993032,0.02264808362369338,0.09965156794425087,0.005226480836236934,0.2254355400696864,89.2,12.0,-2.82083186939632,-1.5009809765386053,-1.2653889787571206,2.86350873509043
195,Adeiny Hechavarria,311,116,36,37,163,20,550,0.253,0.29100000000000004,0.35100000000000003,0.6409999999999999,0.188400155702608,0.5072012456208641,0.2487349163098482,0.05566368236667965,0.03527980535279805,0.010948905109489052,0.011253041362530414,0.049574209245742094,0.006082725060827251,0.16727493917274938,89.7,9.0,-2.821817891528876,-1.5419747270746018,-1.306322800977074,2.87668621432281
196,Chris Heisey,218,69,12,62,110,6,414,0.238,0.29600000000000004,0.413,0.71,0.27100494233937394,0.37891268533772654,0.2084019769357496,0.1416803953871499,0.03924914675767918,0.006825938566552901,0.03526734926052332,0.06257110352673492,0.0034129692832764505,0.2354948805460751,85.5,22.0,-2.678487322376792,-1.2058142966662804,-0.9952335442664577,2.857886132500933
198,Cesar Hernandez,442,133,27,49,349,15,677,0.277,0.35200000000000004,0.383,0.736,0.16399999999999998,0.5356,0.2572,0.0432,0.0375388089189952,0.007620660457239628,0.013830087496471915,0.09850409257691224,0.004233700254022015,0.1910810047981936,88.35,7.0,-2.8090950361824074,-1.5628384271742708,-1.3487209293523172,2.7883201632744714
199,Enrique Hernandez,252,94,12,71,184,11,417,0.24,0.313,0.425,0.738,0.25758597437626435,0.4086311530681052,0.2360080917060013,0.09777478084962914,0.046812749003984064,0.0059760956175298795,0.0353585657370518,0.09163346613545817,0.005478087649402391,0.20766932270916336,90.4,15.0,-2.8520916808725842,-1.4482993672691153,-1.215947075813512,2.9255716310489572
201,Odubel Herrera,294,122,16,60,171,14,544,0.276,0.333,0.423,0.7559999999999999,0.18789263278126786,0.4660194174757282,0.2712735579668761,0.07481439177612792,0.04895666131621188,0.006420545746388443,0.024077046548956663,0.06861958266452649,0.005617977528089888,0.21829855537720708,88.6,10.0,-2.8153885214833414,-1.4888686389894321,-1.2679502893279966,2.8332133309026637
202,Jason Heyward,731,249,36,150,606,23,1001,0.261,0.345,0.414,0.758,0.19541875447387252,0.4900978286805058,0.22190408017179672,0.0921021235981866,0.04322166290574553,0.006248915118902968,0.02603714632876237,0.10519007116819996,0.0039923624370768965,0.17375455650060753,88.8,7.0,-2.8275881418680253,-1.5733534350849872,-1.349820815379004,2.78901110822484
203,Aaron Hicks,352,99,12,88,337,5,562,0.235,0.332,0.402,0.7340000000000001,0.2407108239095315,0.4528809908454496,0.22670974690360798,0.07969843834141087,0.03670745272525028,0.004449388209121246,0.03262884686688913,0.12495365220615498,0.0018539117538005192,0.20837968112717836,90.3,13.0,-2.856714849939232,-1.5002795860427405,-1.2817264980844305,2.8899736750319005
204,Aaron Hill,530,225,14,136,326,15,638,0.258,0.316,0.418,0.7340000000000001,0.2997542997542997,0.3871826371826372,0.2242014742014742,0.08845208845208845,0.04948317572025511,0.003078953155926985,0.029909830657576426,0.07169562348801407,0.003298878381350341,0.14031229382010116,89.2,15.0,-2.7984455706124245,-1.4334577520088023,-1.1800137198967724,2.9024474034604615
205,Matt Holliday,785,318,11,213,626,46,962,0.29,0.378,0.49,0.8690000000000001,0.2543489275460226,0.4610707650734674,0.21516635703428474,0.0692450599560885,0.05640297978006385,0.0019510464703795672,0.03777935438098617,0.11103228095069173,0.008158921603405462,0.17062788222774036,93.0,8.0,-2.9404173898312633,-1.6641776262752774,-1.3940189829251282,2.9255519077179892
206,Brock Holt,295,114,16,23,210,3,459,0.268,0.337,0.369,0.7070000000000001,0.17011494252873566,0.5333333333333333,0.25862068965517243,0.03793103448275862,0.04748021657642649,0.0066638900458142435,0.009579341940857976,0.08746355685131195,0.0012494793835901706,0.1911703456892961,88.9,7.0,-2.826400897381725,-1.579859015022374,-1.346785732826927,2.811606794894178
207,Rhys Hoskins,247,87,5,91,269,9,411,0.24,0.366,0.495,0.861,0.3425309229305423,0.2987630827783064,0.2350142721217888,0.12274024738344436,0.049403747870528106,0.0028392958546280523,0.05167518455423055,0.15275411697898922,0.005110732538330494,0.2333901192504259,91.5,22.5,-2.8928591616948434,-1.3362834384800295,-1.1210535985545451,2.9998630716972228
208,Eric Hosmer,714,272,20,176,471,46,1047,0.278,0.336,0.435,0.7709999999999999,0.18385148736300605,0.5502124804294342,0.21829568329232835,0.04764034891523149,0.04615645681316816,0.0033938571186153065,0.029865942643814692,0.07992533514339048,0.007805871372815205,0.1776684201595113,91.4,3.0,-2.8877912016320244,-1.720058242102846,-1.4569755043731927,2.8447381527299322
209,Ryan Howard,593,204,18,253,459,74,1350,0.247,0.324,0.483,0.807,0.32952286282306165,0.3991053677932406,0.24478131212723656,0.026590457256461232,0.04259761954479015,0.003758613489246189,0.052829400709960325,0.09584464397577784,0.015452077678012113,0.2818960116934642,93.9,16.0,-2.9244068355089623,-1.5293423497680294,-1.270431440126578,3.045199625316203
212,Nick Hundley,319,169,20,93,219,18,810,0.247,0.299,0.405,0.703,0.25610278372591005,0.4107066381156317,0.24325481798715204,0.08993576017130621,0.05010376519418915,0.005929439667951379,0.02757189445597391,0.0649273643640676,0.005336495701156241,0.24014230655203084,90.2,12.0,-2.8519248438607714,-1.4963416754065924,-1.2577691967977245,2.904632939272028
213,Torii Hunter,624,239,13,161,342,20,871,0.28300000000000003,0.339,0.454,0.7929999999999999,0.2641025641025641,0.4878917378917379,0.17193732193732195,0.07578347578347579,0.04981242184243435,0.002709462275948312,0.033555648186744474,0.0712796998749479,0.0041684035014589406,0.1815339724885369,90.7,9.0,-2.8393741180527696,-1.6120799649043762,-1.3283843219698497,2.8866785527166985
214,Chris Iannetta,415,169,8,135,534,24,949,0.23,0.345,0.41,0.755,0.30230769230769233,0.395,0.215,0.0876923076923077,0.04304635761589404,0.0020376974019358125,0.03438614365766684,0.1360163015792155,0.0061130922058074385,0.24172185430463575,91.65,13.0,-2.9046499757056568,-1.5373980906207734,-1.3081460945834884,2.926566932012452
216,José Iglesias,325,163,12,35,135,6,370,0.278,0.319,0.381,0.7,0.15045293422607325,0.5281606931862938,0.2382827884994092,0.08310358408822371,0.05319843342036554,0.0039164490861618795,0.011422976501305485,0.04406005221932115,0.0019582245430809398,0.12075718015665796,85.0,7.0,-2.6984069410924554,-1.4823245117096913,-1.2434017813132154,2.706488150473171
217,Ender Inciarte,435,136,28,40,232,11,425,0.282,0.335,0.385,0.72,0.17105263157894735,0.5078947368421053,0.2729323308270677,0.0481203007518797,0.04090225563909775,0.008421052631578947,0.012030075187969927,0.06977443609022556,0.003308270676691729,0.12781954887218044,85.85,9.0,-2.7206237274416045,-1.4574540810381464,-1.2428763458433993,2.74389204440941
218,Omar Infante,417,179,36,50,196,8,470,0.278,0.313,0.387,0.7,0.2869510135135135,0.40878378378378377,0.21283783783783786,0.09142736486486487,0.04513363590519415,0.009077155824508321,0.01260716086737267,0.04942007060010085,0.002017145738779627,0.11850731215330307,86.2,13.0,-2.7056434020435045,-1.406644675552687,-1.1610032188333812,2.8040534904724943
222,Austin Jackson,621,218,53,65,374,9,1120,0.273,0.333,0.396,0.7290000000000001,0.2448916408668731,0.4665634674922601,0.25882352941176473,0.029721362229102162,0.046851493660004295,0.01139050075220288,0.013969482054588438,0.08037825059101655,0.0019342359767891683,0.24070492155598536,90.6,9.0,-2.8653303238926906,-1.5811295727544425,-1.339751323489918,2.8861327676487973
223,John Jaso,295,143,12,55,319,6,412,0.258,0.35600000000000004,0.407,0.763,0.25067824199674443,0.4460119370591427,0.2371134020618557,0.06619641888225719,0.055191045928213035,0.004631416441528367,0.021227325357005014,0.1231184870706291,0.0023157082207641835,0.15901196449247396,89.7,11.0,-2.8508591980855456,-1.532531033570106,-1.291165840633672,2.8531785691981604
224,Jon Jay,530,185,25,37,285,22,714,0.28300000000000003,0.348,0.373,0.721,0.16553153686704175,0.5584838614154575,0.2496298489783832,0.026058631921824102,0.043013252731922816,0.005812601720530109,0.008602650546384562,0.06626365961404325,0.005115089514066497,0.16600790513833993,87.4,6.0,-2.763303692203928,-1.5707232040107477,-1.3313898797732293,2.768237628528755
225,Desmond Jennings,311,99,22,55,219,2,481,0.245,0.322,0.393,0.716,0.2350453172205438,0.4845921450151057,0.1891238670694864,0.09123867069486404,0.04210974053594215,0.009357720119098255,0.02339430029774564,0.0931518502764781,0.0008507018290089324,0.20459378987664825,88.75,6.0,-2.8149305780026053,-1.6095564184748983,-1.3709933053988361,2.782978843522601
227,Chris Johnson,256,154,10,63,144,16,753,0.275,0.313,0.404,0.7170000000000001,0.2435406698564593,0.4578947368421053,0.2660287081339713,0.03253588516746411,0.05141903171953256,0.00333889816360601,0.021035058430717863,0.04808013355592655,0.005342237061769616,0.25141903171953256,92.2,9.0,-2.904693826584049,-1.6054284466323576,-1.3441308662854472,2.9532532965456
228,Kelly Johnson,495,192,27,130,397,15,952,0.248,0.32299999999999995,0.419,0.741,0.30520231213872834,0.4361271676300578,0.1947976878612717,0.06329479768786128,0.045757864632983786,0.006434699714013346,0.030981887511916113,0.0946139180171592,0.0035748331744518596,0.226882745471878,88.7,11.0,-2.7887885670658177,-1.5295229804653176,-1.2773569325075265,2.8334011943633617
229,Reed Johnson,199,101,9,23,62,3,345,0.277,0.325,0.399,0.723,0.2267028126058963,0.5035581158929177,0.1951880718400542,0.07455099966113182,0.059727971614429325,0.0053222945002956825,0.013601419278533413,0.03666469544648137,0.0017740981667652273,0.2040212891780012,94.3,14.0,-2.9407201239181613,-1.5814862991112535,-1.2731998384509662,3.0771660025220813
230,Adam Jones,941,330,28,279,334,20,1353,0.278,0.318,0.456,0.774,0.2382867132867133,0.4713286713286714,0.20996503496503496,0.08041958041958043,0.04477611940298507,0.0037991858887381283,0.0378561736770692,0.04531886024423338,0.0027137042062415195,0.1835820895522388,89.2,12.0,-2.7868730395336536,-1.4930206659965546,-1.232090432531657,2.8809983619704687
232,Garrett Jones,340,176,11,120,259,18,660,0.252,0.313,0.448,0.7609999999999999,0.31678383128295257,0.4037785588752197,0.19815465729349732,0.0812829525483304,0.055979643765903316,0.0034987277353689572,0.03816793893129771,0.08237913486005087,0.005725190839694657,0.2099236641221374,89.5,11.0,-2.8159520924312673,-1.5371817292599854,-1.2703787985533128,2.8592732835170347
233,Matthew Joyce,531,205,15,147,547,26,919,0.244,0.343,0.428,0.772,0.29461756373937675,0.39058073654390935,0.2269830028328612,0.08781869688385269,0.04783014465702287,0.003499766682221185,0.034297713485767614,0.1276248250116659,0.0060662622491833885,0.21441903873075127,89.9,16.0,-2.843110993417804,-1.4382117359425233,-1.2100925516054608,2.905137305072195
234,Aaron Judge,313,69,4,119,286,18,575,0.272,0.39,0.5579999999999999,0.948,0.2970106075216972,0.3886210221793636,0.2729026036644166,0.03953712632594021,0.03766375545851528,0.002183406113537118,0.06495633187772926,0.15611353711790393,0.009825327510917031,0.3138646288209607,97.0,14.0,-3.0614657129828924,-1.617675135627643,-1.3933156883865028,3.084255656002579
235,Matt Kemp,873,319,31,270,493,68,1522,0.282,0.336,0.483,0.82,0.29140978216194,0.4276613234689684,0.2476366625565146,0.03329223181257707,0.04903166308023363,0.0047648324623424535,0.04150015370427298,0.07577620657854288,0.010451890562557641,0.23393790347371654,90.9,14.0,-2.841066663282141,-1.498310818499529,-1.239560457974604,2.9415082461264523
236,Howie Kendrick,712,309,35,118,331,30,997,0.292,0.338,0.429,0.767,0.20198216055500487,0.5571853320118929,0.221605550049554,0.019226957383548068,0.05341400172860847,0.0060501296456352644,0.020397579948141745,0.05721694036300778,0.0051858254105445105,0.17234226447709594,92.3,4.0,-2.898617732318967,-1.7320722947745257,-1.440509356835401,2.898854507978828
238,Max Kepler,324,123,8,101,242,7,441,0.237,0.319,0.444,0.763,0.2546189376443418,0.4012702078521939,0.2396073903002309,0.10450346420323324,0.050721649484536085,0.0032989690721649486,0.041649484536082484,0.0997938144329897,0.00288659793814433,0.1818556701030928,90.4,15.0,-2.857354103966482,-1.4464990676758325,-1.2128310279965877,2.917623356296269
240,Kevin Kiermaier,328,113,44,71,189,10,576,0.248,0.307,0.413,0.72,0.18159079539769885,0.5027513756878439,0.2256128064032016,0.09004502251125562,0.04124087591240876,0.016058394160583942,0.025912408759124088,0.06897810218978102,0.0036496350364963507,0.21021897810218976,88.7,8.0,-2.8072125168747344,-1.5421031330090842,-1.315516515882428,2.809501603343234
241,Ian Kinsler,1082,367,38,223,591,8,899,0.269,0.335,0.439,0.774,0.2973504920514762,0.3645722937168812,0.2304314912944739,0.1076457229371688,0.0505579280892685,0.005234880837580934,0.030720484915277582,0.08141617302658767,0.0011020801763328284,0.12384625981540155,88.0,17.0,-2.7690017284689246,-1.3607988891408636,-1.122364413002888,2.8767998305382103
242,Jason Kipnis,607,260,24,126,467,16,951,0.26,0.333,0.416,0.75,0.2439499304589708,0.4300417246175243,0.2678720445062587,0.05813630041724618,0.0521669341894061,0.004815409309791332,0.02528089887640449,0.09369983948635634,0.003210272873194221,0.19081059390048155,90.3,15.0,-2.8519173076345026,-1.450035643962536,-1.2128630042122257,2.928162711345464
247,Juan Lagares,227,97,19,25,106,13,438,0.254,0.297,0.361,0.6579999999999999,0.1967005076142132,0.5050761421319797,0.2182741116751269,0.0799492385786802,0.045754716981132065,0.008962264150943396,0.01179245283018868,0.05,0.0061320754716981144,0.20660377358490567,89.95,8.0,-2.839080412224848,-1.5783337268385478,-1.3268453485976512,2.870850994145831
248,Gerald Laird,184,89,4,19,132,7,284,0.242,0.308,0.34,0.648,0.28311176760216644,0.4244214672575086,0.17971442639094046,0.11275233874938452,0.050396375990939976,0.0022650056625141564,0.010758776896942242,0.07474518686296716,0.003963759909399772,0.16081540203850508,64.75,42.5,-1.984443249776425,-0.4379366671236281,-0.26526124010816726,2.4297838096143427
249,Jake Lamb,290,101,21,84,259,22,585,0.239,0.329,0.435,0.764,0.2316076294277929,0.4516348773841962,0.2656675749318801,0.05108991825613079,0.04362850971922246,0.009071274298056157,0.03628509719222462,0.11187904967602592,0.009503239740820736,0.2526997840172786,90.9,12.0,-2.8774408770957076,-1.519073437956758,-1.2991985924282032,2.9013306395098875
250,Adam LaRoche,494,205,11,169,467,49,983,0.253,0.335,0.448,0.7829999999999999,0.3358156853618804,0.3879450779613684,0.21689550849429834,0.05864556667442403,0.0478636469764184,0.0025682932523931824,0.0394583236049498,0.10903572262432874,0.011440579033387813,0.2295120242820453,90.55,12.5,-2.847986485217087,-1.5316917732920676,-1.2806288728935231,2.899255431464615
251,Brett Lawrie,266,112,13,71,153,5,487,0.261,0.315,0.419,0.7340000000000001,0.22514285714285714,0.4737142857142857,0.21657142857142853,0.08457142857142858,0.046338436077782375,0.005378568473314025,0.029375258585022757,0.063301613570542,0.002068680182043856,0.2014894497310716,90.7,9.0,-2.8587425244121647,-1.5780535572063208,-1.3242249821239132,2.8900011983066087
254,DJ LeMahieu,651,206,35,85,342,20,688,0.305,0.35700000000000004,0.43,0.787,0.14733711814003786,0.5474452554744526,0.2825087861584212,0.0227088402270884,0.04411134903640257,0.007494646680942184,0.018201284796573874,0.07323340471092077,0.004282655246252678,0.14732334047109208,93.2,5.0,-2.9484213262485004,-1.691783252149347,-1.4424299234330564,2.9305128040739916
255,Adam Lind,546,237,12,187,372,45,868,0.273,0.332,0.468,0.8,0.2725047593146587,0.45091106880609205,0.22056023932553712,0.05602393255371226,0.050934880722114766,0.0025789813023855573,0.040189125295508284,0.07994842037395229,0.009671179883945842,0.18654631420588869,90.9,10.0,-2.852507277040804,-1.5783739815965088,-1.311072469713777,2.897021824952812
256,Francisco Lindor,508,191,15,138,284,27,496,0.285,0.34600000000000003,0.488,0.833,0.2220620043258832,0.4491708723864456,0.2667627974044701,0.06200432588320115,0.05441595441595442,0.004273504273504274,0.039316239316239315,0.08091168091168091,0.007692307692307694,0.1413105413105413,91.5,11.0,-2.8856460755957563,-1.5421361033581635,-1.2896263122958052,2.922839381869114
257,James Loney,467,243,12,89,361,55,594,0.28,0.333,0.397,0.7290000000000001,0.25780553077609275,0.4342105263157895,0.24420160570918825,0.0635593220338983,0.04859028194361128,0.002399520095980804,0.017796440711857632,0.07218556288742252,0.010997800439912015,0.1187762447510498,87.7,12.0,-2.7621237300993213,-1.4547877193118994,-1.210407322908966,2.832839516146302
258,Evan Longoria,916,392,26,304,645,81,1472,0.266,0.334,0.473,0.807,0.3064516129032258,0.39146110056926,0.2263757115749525,0.07571157495256167,0.053116531165311655,0.003523035230352303,0.04119241192411925,0.08739837398373984,0.010975609756097559,0.1994579945799458,91.1,15.0,-2.8569384212761864,-1.4803960270160763,-1.2207927949483277,2.9497904464114346
261,Jed Lowrie,521,259,17,104,439,18,748,0.261,0.335,0.413,0.748,0.32934131736526945,0.3377245508982036,0.2613772455089821,0.07155688622754491,0.05755555555555555,0.0037777777777777783,0.02311111111111111,0.09755555555555556,0.004,0.16622222222222222,90.75,17.0,-2.8645267669231904,-1.4244087424628091,-1.1775229317788034,2.961638491650141
262,Jonathan Lucroy,481,216,24,108,366,20,658,0.274,0.335,0.416,0.7509999999999999,0.2302056917441533,0.4370245139475909,0.26063679909833753,0.07213299520991827,0.04727511490479317,0.005252790544977019,0.023637557452396585,0.08010505581089954,0.004377325454147515,0.14401400744145326,88.7,11.0,-2.8082624906368854,-1.481561694067191,-1.251680273327935,2.8429181535867443
264,Manny Machado,647,244,15,223,387,41,834,0.28,0.337,0.488,0.825,0.22752150117279124,0.4341933802449831,0.23742507167057603,0.10086004691164972,0.048907596712768085,0.003006614552014432,0.04469833633994789,0.07757065544197234,0.008218079775506114,0.1671677690920024,93.05,13.0,-2.927035251531347,-1.5340392285807605,-1.2810691521399575,2.991725269089345
265,Martin Maldonado,236,95,3,69,189,16,617,0.218,0.293,0.35600000000000004,0.649,0.2329009433962264,0.4640330188679245,0.214622641509434,0.08844339622641509,0.03787878787878788,0.0011961722488038275,0.02751196172248804,0.07535885167464115,0.006379585326953748,0.2460127591706539,88.0,12.0,-2.7754599280240657,-1.4656588517519238,-1.2397741773554305,2.8364466959311683
266,Trey Mancini,243,88,9,86,140,5,439,0.276,0.335,0.485,0.8190000000000001,0.196048632218845,0.5098784194528876,0.25,0.04407294832826748,0.04592901878914405,0.004697286012526096,0.044885177453027135,0.07306889352818371,0.0026096033402922755,0.2291231732776618,91.7,7.0,-2.8903855783422903,-1.635231163085325,-1.3847161652334263,2.8900572525793797
267,Manuel Margot,185,76,19,34,118,5,314,0.25,0.304,0.39,0.693,0.1926961926961927,0.4514374514374514,0.2564102564102564,0.09945609945609946,0.045103857566765576,0.011275964391691394,0.020178041543026708,0.07002967359050445,0.002967359050445104,0.18635014836795247,89.25,11.0,-2.833569785600903,-1.4790546809641196,-1.2601709335648184,2.861769181641077
268,Jake Marisnick,247,80,10,56,101,5,561,0.229,0.281,0.385,0.6659999999999999,0.23631840796019896,0.4419568822553897,0.2255389718076285,0.09618573797678276,0.042462845010615716,0.0053078556263269645,0.029723991507431,0.05360934182590234,0.0026539278131634822,0.29777070063694266,88.4,14.5,-2.78322665577518,-1.4167164363946554,-1.1889162859499647,2.8803880689323647
269,Nick Markakis,950,446,17,150,787,71,1046,0.28600000000000003,0.35700000000000004,0.416,0.773,0.2393469839513005,0.4656889872717211,0.2351964582180409,0.059767570558937465,0.05526641883519207,0.002106567534076828,0.01858736059479554,0.09752168525402727,0.00879801734820322,0.1296158612143742,91.9,9.0,-2.906922074185174,-1.6127753678385484,-1.348181587380146,2.919152578231755
