,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
2923,2643,SL,2021-10-15,90.1,-0.35,6.08,"Pressly, Ryan",571771.0,519151.0,,ball,,,,,14.0,Enrique Hernandez homers (2) on a fly ball to left field.,L,R,R,HOU,BOS,B,,,0.0,1.0,2021.0,0.55,0.43,1.92,1.08,,,,0.0,9.0,Top,,,,,455117.0,,,4.451634692921012,-131.15491231454408,-7.384500939231204,5.514519118913786,26.262504345684203,-25.87272127248051,3.29,1.51,,,,90.2,2583.0,6.2,660896.0,519151.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.27,,,,,,,,75.0,2.0,Slider,5.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,Infield shift,Standard,173.0,0.0,0.027000000000000003
2924,2670,FF,2021-10-15,94.9,-0.21,6.08,"Pressly, Ryan",571771.0,519151.0,,called_strike,,,,,8.0,Enrique Hernandez homers (2) on a fly ball to left field.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,-0.25,1.32,0.14,1.95,,,,0.0,9.0,Top,,,,,455117.0,,,1.463449922260481,-138.07786116800656,-8.068883975174698,-3.468326085250122,31.0928576240765,-13.750084254542296,3.47,1.51,,,,94.7,2565.0,6.2,660896.0,519151.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.27,,,,,,,,75.0,1.0,4-Seam Fastball,5.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,Infield shift,Standard,194.0,0.0,-0.038
2950,2494,SI,2021-10-15,94.6,-1.14,5.85,"Graveman, Kendall",624414.0,608665.0,single,hit_into_play,,,,,8.0,"Christian Arroyo singles on a sharp ground ball to left fielder Yordan Alvarez, deflected by third baseman Alex Bregman.",L,R,R,HOU,BOS,X,5.0,ground_ball,1.0,1.0,2021.0,-1.28,1.14,0.18,1.54,,,,2.0,8.0,Top,86.21,117.86,,,455117.0,,,6.2941691230296835,-137.35775647364576,-8.029816807657053,-17.66469090713749,31.701619521123032,-16.08670749096214,3.41,1.56,3.0,106.8,-29.0,94.2,2251.0,6.3,660896.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.22,0.11,0.10300000000000001,0.9,1.0,1.0,0.0,2.0,68.0,3.0,Sinker,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,Standard,Standard,214.0,-0.033,0.126
2951,2501,SL,2021-10-15,87.0,-1.05,5.83,"Graveman, Kendall",624414.0,608665.0,,ball,,,,,14.0,"Christian Arroyo singles on a sharp ground ball to left fielder Yordan Alvarez, deflected by third baseman Alex Bregman.",L,R,R,HOU,BOS,B,,,0.0,1.0,2021.0,0.43,0.0,2.02,1.3,,,,2.0,8.0,Top,,,,,455117.0,,,6.478913174995206,-126.57422846535415,-4.674259614375403,3.2942135823974565,26.30581127587823,-31.414731491858486,3.23,1.56,,,,86.9,2420.0,6.3,660896.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.19,,,,,,,,68.0,2.0,Slider,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,Standard,Standard,99.0,0.0,0.013999999999999999
2952,2517,SI,2021-10-15,96.0,-1.08,5.88,"Graveman, Kendall",624414.0,608665.0,,foul,,,,,13.0,"Christian Arroyo singles on a sharp ground ball to left fielder Yordan Alvarez, deflected by third baseman Alex Bregman.",L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,-1.33,1.03,-0.85,1.63,,,,2.0,8.0,Top,,,,,455117.0,,,3.5884870462252945,-139.54904447736587,-7.931342755982082,-18.106509797037845,32.56201524521512,-17.116002704353793,3.41,1.56,6.0,84.0,-15.0,95.6,2159.0,6.2,660896.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.29,,,,,,,,68.0,1.0,Sinker,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,Standard,Standard,218.0,0.0,-0.018000000000000002
2953,2524,FF,2021-10-15,96.4,-1.2,5.84,"Graveman, Kendall",657077.0,608665.0,field_out,hit_into_play,,,,,12.0,Alex Verdugo flies out to center fielder Chas McCormick.,L,L,R,HOU,BOS,X,8.0,fly_ball,0.0,1.0,2021.0,-0.5,1.41,0.94,2.72,,,,1.0,8.0,Top,99.65,90.41,,,455117.0,,,6.7866381298592495,-140.13224266620432,-5.8792752417511,-8.15397219109866,33.700326928366955,-12.401382514060893,3.37,1.53,279.0,79.4,36.0,95.9,2317.0,6.2,660896.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.28,0.053,0.05,0.0,1.0,0.0,0.0,3.0,67.0,2.0,4-Seam Fastball,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,Infield shift,Standard,213.0,0.039,-0.136
2954,2533,FF,2021-10-15,95.2,-1.18,5.86,"Graveman, Kendall",657077.0,608665.0,,swinging_strike,,,,,11.0,Alex Verdugo flies out to center fielder Chas McCormick.,L,L,R,HOU,BOS,S,,,0.0,0.0,2021.0,-0.71,1.25,-0.06,3.52,,,,1.0,8.0,Top,,,,,455117.0,,,4.504952735450794,-138.59757149597806,-3.2764795040225003,-10.19348493375928,32.0750140712807,-15.517480881679266,3.37,1.53,,,,94.8,2249.0,6.1,660896.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.39,,,,,,,,67.0,1.0,4-Seam Fastball,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,Infield shift,Standard,213.0,0.0,-0.027000000000000003
2981,2600,SL,2021-10-15,87.7,-0.51,6.17,"Stanek, Ryne",502110.0,592773.0,force_out,hit_into_play,,,,,6.0,"J.D. Martinez grounds into a force out, shortstop Carlos Correa to second baseman Jose Altuve.   Kyle Schwarber out at 2nd.",L,R,R,HOU,BOS,X,6.0,ground_ball,1.0,2.0,2021.0,0.24,0.0,0.76,2.25,,,656941.0,2.0,7.0,Top,104.95,130.78,,,455117.0,,,2.5769964154028253,-127.79052481064731,-3.3789778664847416,2.119662180132204,25.44484963900007,-31.739656327634982,3.49,1.6,124.0,85.1,8.0,87.7,2548.0,6.1,660896.0,592773.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.37,0.41,0.369,0.0,1.0,0.0,0.0,4.0,61.0,5.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,59.0,0.040999999999999995,-0.153
2982,2622,FF,2021-10-15,98.3,-0.37,6.33,"Stanek, Ryne",502110.0,592773.0,,foul,,,,,12.0,"J.D. Martinez grounds into a force out, shortstop Carlos Correa to second baseman Jose Altuve.   Kyle Schwarber out at 2nd.",L,R,R,HOU,BOS,S,,,1.0,2.0,2021.0,-0.87,1.32,0.12,3.94,,,656941.0,2.0,7.0,Top,,,,,455117.0,,,3.307531365132712,-143.1083627847041,-4.058966340364713,-12.759545476799472,32.3790360563038,-13.346327808128706,3.49,1.6,208.0,78.3,59.0,97.5,2222.0,5.8,660896.0,592773.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.74,,,,,,,,61.0,4.0,4-Seam Fastball,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,212.0,0.0,0.0
2983,2627,SL,2021-10-15,89.4,-0.5,6.21,"Stanek, Ryne",502110.0,592773.0,,ball,,,,,14.0,"J.D. Martinez grounds into a force out, shortstop Carlos Correa to second baseman Jose Altuve.   Kyle Schwarber out at 2nd.",L,R,R,HOU,BOS,B,,,0.0,2.0,2021.0,0.28,-0.17,1.17,1.44,,,656941.0,2.0,7.0,Top,,,,,455117.0,,,3.5044230032907486,-130.2224756259537,-5.43306675295142,2.485064586752439,24.97157201952292,-33.26477142542145,3.76,1.6,,,,89.4,2530.0,6.0,660896.0,592773.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.48,,,,,,,,61.0,3.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,61.0,0.0,0.017
2984,2651,SL,2021-10-15,88.2,-0.58,6.2,"Stanek, Ryne",502110.0,592773.0,,swinging_strike,,,,,14.0,"J.D. Martinez grounds into a force out, shortstop Carlos Correa to second baseman Jose Altuve.   Kyle Schwarber out at 2nd.",L,R,R,HOU,BOS,S,,,0.0,1.0,2021.0,0.14,-0.35,1.04,1.86,,,656941.0,2.0,7.0,Top,,,,,455117.0,,,3.646812618199883,-128.52931945488533,-3.789598232323952,0.8555888956591282,24.82126480307616,-35.579247614880465,3.49,1.6,,,,88.3,2577.0,6.1,660896.0,592773.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.41,,,,,,,,61.0,2.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,42.0,0.0,-0.047
2985,2671,SL,2021-10-15,87.7,-0.61,6.2,"Stanek, Ryne",502110.0,592773.0,,called_strike,,,,,14.0,"J.D. Martinez grounds into a force out, shortstop Carlos Correa to second baseman Jose Altuve.   Kyle Schwarber out at 2nd.",L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,0.22,-0.21,0.84,1.94,,,656941.0,2.0,7.0,Top,,,,,455117.0,,,3.0160572131259684,-127.76494687890104,-3.7989194024949833,1.8708207190246744,24.01893965398489,-33.94448357547274,3.81,1.78,,,,87.5,2475.0,5.9,660896.0,592773.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.6,,,,,,,,61.0,1.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,52.0,0.0,-0.040999999999999995
2986,2497,SL,2021-10-15,79.8,2.9,5.79,"Raley, Brooks",646240.0,548384.0,field_out,hit_into_play,,,,,13.0,Rafael Devers flies out to center fielder Chas McCormick.,L,L,L,HOU,BOS,X,8.0,fly_ball,2.0,2.0,2021.0,-1.38,0.1,-1.18,1.76,,,656941.0,1.0,7.0,Top,123.7,93.23,,,455117.0,,,-6.320260631564128,-116.0235155926172,-2.195965716803633,-10.961588601268769,24.724312381774773,-31.0777653891514,3.37,1.53,264.0,76.6,31.0,78.4,3006.0,5.7,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.83,0.187,0.168,0.0,1.0,0.0,0.0,3.0,60.0,5.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,299.0,0.049,-0.267
2987,2513,SI,2021-10-15,92.1,2.66,5.74,"Raley, Brooks",646240.0,548384.0,,ball,,,,,7.0,Rafael Devers flies out to center fielder Chas McCormick.,L,L,L,HOU,BOS,B,,,1.0,2.0,2021.0,1.54,0.5,-0.28,1.51,,,656941.0,1.0,7.0,Top,,,,,455117.0,,,-10.72714018637096,-133.5130534893854,-5.8759421376291705,20.843897669573867,30.955867552268014,-25.02277262624499,3.41,1.56,,,,91.1,2292.0,6.1,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.44,,,,,,,,60.0,4.0,Sinker,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,129.0,0.0,0.051
2988,2525,SI,2021-10-15,92.4,2.75,5.78,"Raley, Brooks",646240.0,548384.0,,swinging_strike,,,,,14.0,Rafael Devers flies out to center fielder Chas McCormick.,L,L,L,HOU,BOS,S,,,1.0,1.0,2021.0,1.69,0.21,1.17,1.45,,,656941.0,1.0,7.0,Top,,,,,455117.0,,,-7.6317406232142995,-134.18783076276787,-5.535269614628396,22.054334583002568,32.70838052215405,-28.476097650378914,3.37,1.53,,,,91.0,2246.0,5.8,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.68,,,,,,,,60.0,3.0,Sinker,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,136.0,0.0,-0.086
2989,2536,SL,2021-10-15,81.5,2.77,5.66,"Raley, Brooks",646240.0,548384.0,,blocked_ball,,,,,13.0,Rafael Devers flies out to center fielder Chas McCormick.,L,L,L,HOU,BOS,B,,,0.0,1.0,2021.0,-1.56,0.19,-2.33,0.73,,,656941.0,1.0,7.0,Top,,,,,455117.0,,,-8.362319233696994,-118.24664397460774,-4.684840189110083,-12.611056253769696,25.849458682704483,-29.57530043647391,3.23,1.53,,,,80.2,2935.0,5.9,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.63,,,,,,,,60.0,2.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,298.0,0.0,0.043
2990,2547,SL,2021-10-15,82.4,2.81,5.74,"Raley, Brooks",646240.0,548384.0,,swinging_strike,,,,,13.0,Rafael Devers flies out to center fielder Chas McCormick.,L,L,L,HOU,BOS,S,,,0.0,0.0,2021.0,-1.77,0.32,-1.45,1.29,,,656941.0,1.0,7.0,Top,,,,,455117.0,,,-6.2327010140642365,-119.76018052317005,-4.074365348317117,-15.373210929290064,26.973619955391346,-28.491187012036427,3.37,1.53,,,,81.7,2888.0,6.3,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.22,,,,,,,,60.0,1.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,292.0,0.0,-0.048
2991,2564,SL,2021-10-15,80.5,2.78,5.87,"Raley, Brooks",593428.0,548384.0,strikeout,swinging_strike,,,,,13.0,Xander Bogaerts strikes out swinging.,L,R,L,HOU,BOS,S,2.0,,0.0,2.0,2021.0,-1.44,-0.07,-1.63,1.2,,,656941.0,0.0,7.0,Top,,,,,455117.0,,,-6.972685829384396,-116.96488321718495,-3.4042618098940784,-11.640384044653905,24.93096925560596,-32.355938085840386,3.47,1.59,,,,79.2,3016.0,5.8,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.74,,,0.0,1.0,0.0,0.0,,59.0,4.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,305.0,0.055,-0.23800000000000002
2992,2577,CU,2021-10-15,79.5,2.78,5.96,"Raley, Brooks",593428.0,548384.0,,foul,,,,,13.0,Xander Bogaerts strikes out swinging.,L,R,L,HOU,BOS,S,,,0.0,2.0,2021.0,-1.33,-0.35,-0.77,1.24,,,656941.0,0.0,7.0,Top,,,,,455117.0,,,-5.210813494211637,-115.69519628959546,-2.83613843642219,-10.75601653196861,23.961667974662785,-34.91703144190328,3.47,1.59,2.0,82.1,-34.0,78.1,3052.0,5.6,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.95,,,,,,,,59.0,3.0,Curveball,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,300.0,0.0,0.0
2993,2587,FC,2021-10-15,86.9,2.68,5.97,"Raley, Brooks",593428.0,548384.0,,foul,,,,,11.0,Xander Bogaerts strikes out swinging.,L,R,L,HOU,BOS,S,,,0.0,1.0,2021.0,-0.28,0.74,-0.42,3.69,,,656941.0,0.0,7.0,Top,,,,,455117.0,,,-6.8015072632371325,-126.49996033555956,-0.8718972220794476,-1.767526464567126,22.646591848662204,-24.14730010467016,3.47,1.59,152.0,72.2,16.0,86.4,2560.0,5.7,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.84,,,,,,,,59.0,2.0,Cutter,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,192.0,0.0,-0.08800000000000001
2994,2592,SL,2021-10-15,80.7,2.73,6.05,"Raley, Brooks",593428.0,548384.0,,called_strike,,,,,1.0,Xander Bogaerts strikes out swinging.,L,R,L,HOU,BOS,S,,,0.0,0.0,2021.0,-1.35,-0.29,-0.64,3.18,,,656941.0,0.0,7.0,Top,,,,,455117.0,,,-4.868918101705677,-117.39885647480119,0.8722937050342319,-11.32851071229192,24.88974039033889,-35.245497717676116,3.53,1.59,,,,79.5,3025.0,5.7,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.79,,,,,,,,59.0,1.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Standard,Standard,306.0,0.0,-0.057
2995,2621,SI,2021-10-15,91.3,2.46,5.93,"Raley, Brooks",656941.0,548384.0,single,hit_into_play,,,,,6.0,Kyle Schwarber singles on a ground ball to left fielder Yordan Alvarez.,L,L,L,HOU,BOS,X,7.0,ground_ball,1.0,2.0,2021.0,1.37,0.5,0.57,2.15,,,,0.0,7.0,Top,81.16,129.66,,,455117.0,,,-7.615658418762982,-132.68525778216264,-4.630269902480407,17.806079910866387,29.27866645003714,-25.44832608702806,3.37,1.53,138.0,68.8,14.0,90.1,2129.0,5.7,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.81,0.44299999999999995,0.39899999999999997,0.9,1.0,1.0,0.0,2.0,58.0,4.0,Sinker,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,130.0,-0.059000000000000004,0.47100000000000003
2996,2628,SL,2021-10-15,81.5,2.61,5.9,"Raley, Brooks",656941.0,548384.0,,swinging_strike,,,,,13.0,Kyle Schwarber singles on a ground ball to left fielder Yordan Alvarez.,L,L,L,HOU,BOS,S,,,1.0,1.0,2021.0,-1.64,0.34,-1.47,2.44,,,,0.0,7.0,Top,,,,,455117.0,,,-5.944996259505782,-118.49314984716513,-1.7678072763161277,-14.18260816537133,24.24710878863521,-28.89552591403248,3.37,1.53,,,,80.5,2780.0,5.8,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.7,,,,,,,,58.0,3.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,292.0,0.0,-0.057
2997,2641,SL,2021-10-15,81.3,2.6,5.87,"Raley, Brooks",656941.0,548384.0,,ball,,,,,11.0,Kyle Schwarber singles on a ground ball to left fielder Yordan Alvarez.,L,L,L,HOU,BOS,B,,,0.0,1.0,2021.0,-1.43,0.12,-0.89,2.4,,,,0.0,7.0,Top,,,,,455117.0,,,-5.020710600777075,-118.26394448742687,-1.3446868451956964,-12.369336881112538,24.14904379804901,-30.97633573142448,3.26,1.53,,,,80.4,2762.0,5.9,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.63,,,,,,,,58.0,2.0,Slider,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,298.0,0.0,0.027000000000000003
2998,2666,SI,2021-10-15,90.9,2.61,5.95,"Raley, Brooks",656941.0,548384.0,,foul,,,,,5.0,Kyle Schwarber singles on a ground ball to left fielder Yordan Alvarez.,L,L,L,HOU,BOS,S,,,0.0,0.0,2021.0,1.41,0.71,0.1,2.62,,,,0.0,7.0,Top,,,,,455117.0,,,-9.153615168044036,-132.104972320727,-3.928882311121462,18.457698708569552,27.54549278846913,-23.188780391228253,3.37,1.53,,,,89.6,2143.0,5.5,660896.0,548384.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,54.97,,,,,,,,58.0,1.0,Sinker,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Infield shift,Standard,133.0,0.0,-0.038
3017,2460,FF,2021-10-15,93.1,-1.6,5.37,"Maton, Phil",571771.0,664208.0,strikeout,swinging_strike,,,,,12.0,Enrique Hernandez strikes out swinging.,L,R,R,HOU,BOS,S,2.0,,2.0,2.0,2021.0,-0.01,1.2,0.41,3.83,657077.0,,,2.0,6.0,Top,,,,,455117.0,,,5.290674824005252,-135.4795635406827,-0.8370861603761817,-1.3154753416769085,29.25264022540815,-17.35532929054198,3.32,1.51,,,,94.6,2596.0,7.2,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.34,,,0.0,1.0,0.0,0.0,,52.0,5.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,208.0,0.03,-0.26899999999999996
3018,2468,FF,2021-10-15,92.8,-1.54,5.42,"Maton, Phil",571771.0,664208.0,,ball,,,,,12.0,Enrique Hernandez strikes out swinging.,L,R,R,HOU,BOS,B,,,1.0,2.0,2021.0,0.2,1.05,0.46,4.31,657077.0,,,2.0,6.0,Top,,,,,455117.0,,,4.762496690989247,-135.08998228543638,0.6723010657169135,1.3705882161339564,30.34754503672343,-19.749345464767515,3.34,1.51,,,,94.2,2659.0,7.1,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.36,,,,,,,,52.0,4.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,200.0,0.0,0.036000000000000004
3019,2476,SL,2021-10-15,82.1,-1.83,5.12,"Maton, Phil",571771.0,664208.0,,ball,,,,,14.0,Enrique Hernandez strikes out swinging.,L,R,R,HOU,BOS,B,,,0.0,2.0,2021.0,1.73,0.11,3.48,1.59,657077.0,,,2.0,6.0,Top,,,,,455117.0,,,8.742165634647415,-119.21191958247576,-1.4996060949719057,14.25415087014146,27.641663102819056,-31.01726468564184,3.34,1.51,,,,82.3,2794.0,7.0,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.49,,,,,,,,52.0,3.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,65.0,0.0,-0.015
3020,2480,SL,2021-10-15,82.4,-2.02,5.23,"Maton, Phil",571771.0,664208.0,,swinging_strike,,,,,14.0,Enrique Hernandez strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,1.0,2021.0,1.87,0.11,0.97,2.25,657077.0,,,2.0,6.0,Top,,,,,455117.0,,,3.187960637530688,-119.9096934777512,-0.3427180625650797,17.018673458619805,27.49388197191547,-31.28158510116319,3.32,1.51,,,,82.7,2734.0,6.9,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.57,,,,,,,,52.0,2.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,70.0,0.0,-0.068
3021,2486,SL,2021-10-15,82.6,-1.91,5.22,"Maton, Phil",571771.0,664208.0,,foul,,,,,3.0,Enrique Hernandez strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,1.71,0.21,0.69,2.84,657077.0,,,2.0,6.0,Top,,,,,455117.0,,,2.5924306654947653,-120.29728856166494,0.7229511679620846,15.997882969818177,24.74518266828186,-30.550452843647413,3.32,1.51,174.0,68.7,61.0,83.2,2623.0,6.8,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.73,,,,,,,,52.0,1.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,68.0,0.0,-0.04
3022,2503,SL,2021-10-15,82.1,-1.96,5.14,"Maton, Phil",543877.0,664208.0,field_out,hit_into_play,,,,,14.0,"Christian Vazquez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.   Alex Verdugo to 3rd.",L,R,R,HOU,BOS,X,6.0,ground_ball,3.0,2.0,2021.0,1.7,0.42,1.4,2.14,,657077.0,,1.0,6.0,Top,119.39,146.75,,,455117.0,,,4.343225369396434,-119.5242232480254,-0.9777774964262472,15.23437310694628,26.0324812995798,-28.258994912310477,3.29,1.49,4.0,67.9,-30.0,82.5,2965.0,6.8,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.67,0.05,0.049,0.0,1.0,0.0,0.0,2.0,51.0,6.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,69.0,0.022000000000000002,-0.32
3023,2507,SL,2021-10-15,82.0,-1.99,5.2,"Maton, Phil",543877.0,664208.0,,called_strike,,,,,3.0,"Christian Vazquez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.   Alex Verdugo to 3rd.",L,R,R,HOU,BOS,S,,,3.0,1.0,2021.0,1.85,0.31,0.58,2.98,,657077.0,,1.0,6.0,Top,,,,,455117.0,,,2.2379125551728944,-119.26179833934437,1.0551227866936663,16.93928396548411,26.62697975568837,-29.71806256267923,3.08,1.49,,,,82.1,2911.0,6.7,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.75,,,,,,,,51.0,5.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,75.0,0.0,-0.071
3024,2523,SL,2021-10-15,82.4,-1.87,5.17,"Maton, Phil",543877.0,664208.0,,ball,,,,,12.0,"Christian Vazquez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.   Alex Verdugo to 3rd.",L,R,R,HOU,BOS,B,,,2.0,1.0,2021.0,1.8,0.5,2.59,2.28,,657077.0,,1.0,6.0,Top,,,,,455117.0,,,6.683966687460278,-119.8120405074583,-0.8840615309705919,15.539802088045793,27.543156870487913,-27.516678578927756,2.99,1.49,,,,82.6,2870.0,6.9,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.61,,,,,,,,51.0,4.0,Slider,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,77.0,0.0,0.059000000000000004
3025,2540,FF,2021-10-15,93.3,-1.72,5.39,"Maton, Phil",543877.0,664208.0,,called_strike,,,,,9.0,"Christian Vazquez grounds out, shortstop Carlos Correa to first baseman Yuli Gurriel.   Alex Verdugo to 3rd.",L,R,R,HOU,BOS,S,,,2.0,0.0,2021.0,-0.3,1.49,0.63,1.75,,657077.0,,1.0,6.0,Top,,,,,455117.0,,,6.802840327881241,-135.66024830564274,-6.977852842809638,-5.124455618528584,29.109702627941733,-12.467425284927296,3.12,1.49,,,,94.7,2721.0,7.1,660896.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,670541.0,676801.0,663656.0,53.38,,,,,,,,51.0,3.0,4-Seam Fastball,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,Standard,Standard,206.0,0.0,-0.042
