,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
86,199,SI,2021-10-22,97.1,-1.13,5.82,"Graveman, Kendall",502110.0,608665.0,,called_strike,,,,,8.0,J.D. Martinez walks.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,-1.31,1.03,0.21,2.14,,,,1.0,7.0,Top,,,,,455117.0,,,6.579602932055472,-141.13443336361593,-6.673043344463805,-19.02650790465061,33.43526604465513,-17.00702664253193,3.73,1.77,,,,97.0,2214.0,6.4,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.09,,,,,,,,48.0,1.0,Sinker,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,219.0,0.0,-0.027000000000000003
87,210,SI,2021-10-22,95.8,-1.06,5.8,"Graveman, Kendall",593428.0,608665.0,strikeout,called_strike,,,,,14.0,Xander Bogaerts called out on strikes.,L,R,R,HOU,BOS,S,2.0,,2.0,2.0,2021.0,-1.25,1.09,0.38,1.43,,,,0.0,7.0,Top,,,,,455117.0,,,6.62542790110092,-139.1371251835433,-8.354819133293727,-17.682836320985718,32.333033183728624,-16.34070143719267,3.47,1.57,,,,95.6,2229.0,6.4,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.13,,,0.0,1.0,0.0,0.0,,47.0,7.0,Sinker,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,218.0,0.033,-0.21600000000000003
88,214,SL,2021-10-22,85.0,-1.06,5.79,"Graveman, Kendall",593428.0,608665.0,,foul,,,,,9.0,Xander Bogaerts called out on strikes.,L,R,R,HOU,BOS,S,,,2.0,2.0,2021.0,0.32,-0.13,0.45,1.91,,,,0.0,7.0,Top,,,,,455117.0,,,2.8921399381990427,-123.85422767667905,-2.5421367970709587,2.7948759329002697,23.75864090087531,-33.2659969785369,3.47,1.59,8.0,81.7,-15.0,84.9,2389.0,6.1,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.41,,,,,,,,47.0,6.0,Slider,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,79.0,0.0,0.0
89,220,SI,2021-10-22,96.4,-1.1,5.85,"Graveman, Kendall",593428.0,608665.0,,foul,,,,,4.0,Xander Bogaerts called out on strikes.,L,R,R,HOU,BOS,S,,,2.0,2.0,2021.0,-1.44,0.97,-0.56,2.81,,,,0.0,7.0,Top,,,,,455117.0,,,4.698950879459924,-140.3364185906701,-4.692896103204569,-20.089666405428776,32.37906225584557,-18.526939038500462,3.47,1.59,3.0,86.6,-42.0,96.1,2223.0,6.1,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.39,,,,,,,,47.0,5.0,Sinker,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,216.0,0.0,0.0
90,232,SL,2021-10-22,87.0,-1.02,5.81,"Graveman, Kendall",593428.0,608665.0,,ball,,,,,14.0,Xander Bogaerts called out on strikes.,L,R,R,HOU,BOS,B,,,1.0,2.0,2021.0,0.58,-0.23,1.51,1.55,,,,0.0,7.0,Top,,,,,455117.0,,,4.8654132741571035,-126.64337537550422,-3.564164906997924,5.2427294946601215,25.962646436997236,-34.11492095233304,3.48,1.58,,,,86.9,2610.0,6.2,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.27,,,,,,,,47.0,4.0,Slider,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,111.0,0.0,0.043
91,240,SI,2021-10-22,95.1,-1.09,5.88,"Graveman, Kendall",593428.0,608665.0,,swinging_strike,,,,,13.0,Xander Bogaerts called out on strikes.,L,R,R,HOU,BOS,S,,,1.0,1.0,2021.0,-1.46,0.89,-0.08,1.16,,,,0.0,7.0,Top,,,,,455117.0,,,5.910073441128177,-138.23092430034302,-8.690013086324273,-20.061374871467464,31.000387943014022,-18.98411662312946,3.47,1.59,,,,94.8,2204.0,6.2,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.34,,,,,,,,47.0,3.0,Sinker,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,219.0,0.0,-0.057
92,251,SI,2021-10-22,96.4,-0.94,5.85,"Graveman, Kendall",593428.0,608665.0,,ball,,,,,14.0,Xander Bogaerts called out on strikes.,L,R,R,HOU,BOS,B,,,0.0,1.0,2021.0,-1.44,0.96,1.41,1.48,,,,0.0,7.0,Top,,,,,455117.0,,,9.50498068765994,-139.87456941576409,-8.219481431902155,-20.995725263235787,31.20748297902905,-17.8176767229567,3.43,1.52,,,,96.4,2235.0,6.4,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.06,,,,,,,,47.0,2.0,Sinker,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,215.0,0.0,0.027000000000000003
93,259,SI,2021-10-22,95.3,-0.94,5.89,"Graveman, Kendall",593428.0,608665.0,,called_strike,,,,,12.0,Xander Bogaerts called out on strikes.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,-1.36,0.98,0.85,2.87,,,,0.0,7.0,Top,,,,,455117.0,,,7.714969272599371,-138.50669906851093,-4.4914276300706995,-19.181262816588788,30.22628976907223,-18.740441831854575,3.56,1.56,,,,95.1,2219.0,6.2,660899.0,608665.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.29,,,,,,,,47.0,1.0,Sinker,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,Standard,Standard,214.0,0.0,-0.038
115,253,FF,2021-10-22,92.3,-1.53,5.48,"Maton, Phil",646240.0,664208.0,field_out,hit_into_play,,,,,3.0,Rafael Devers pops out to shortstop Carlos Correa.,L,L,R,HOU,BOS,X,6.0,popup,0.0,0.0,2021.0,-0.54,1.5,0.34,3.1,571771.0,,,2.0,6.0,Top,101.76,132.71,,,455117.0,,,6.028868032787807,-134.23300455103978,-3.5269422167477833,-7.781301992327579,29.23070265217985,-13.463947008989802,3.37,1.53,179.0,99.7,65.0,93.9,2582.0,7.3,660899.0,664208.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,53.24,0.006999999999999999,0.006,0.0,1.0,0.0,0.0,3.0,42.0,1.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,209.0,0.06,-0.35600000000000004
116,0,FF,2021-10-22,96.5,-1.37,6.07,"Garcia, Luis",571771.0,677651.0,triple,hit_into_play,,,,,6.0,Enrique Hernandez triples (1) on a fly ball to center fielder Chas McCormick.,L,R,R,HOU,BOS,X,8.0,fly_ball,3.0,2.0,2021.0,-0.54,1.63,0.28,2.36,,,,2.0,6.0,Top,115.73,73.72,,,455117.0,,,5.604001274548853,-140.31782551344142,-7.972123325283843,-8.424670721929813,31.794560314949745,-9.038508430917316,3.32,1.51,392.0,99.3,25.0,96.3,2468.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.31,0.46,0.7140000000000001,1.6,1.0,1.0,2.0,6.0,41.0,6.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,202.0,-0.043,0.244
117,1,FF,2021-10-22,95.0,-1.41,6.01,"Garcia, Luis",571771.0,677651.0,,foul,,,,,9.0,Enrique Hernandez triples (1) on a fly ball to center fielder Chas McCormick.,L,R,R,HOU,BOS,S,,,3.0,1.0,2021.0,-0.55,1.64,0.5,1.8,,,,2.0,6.0,Top,,,,,455117.0,,,6.223064549801923,-137.94469401739454,-8.956181735022698,-8.458131551086572,34.30165609279937,-9.340961931882893,3.32,1.51,1.0,71.1,-57.0,94.3,2551.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.24,,,,,,,,41.0,5.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,206.0,0.0,-0.027000000000000003
118,2,FC,2021-10-22,87.1,-1.39,6.02,"Garcia, Luis",571771.0,677651.0,,ball,,,,,14.0,Enrique Hernandez triples (1) on a fly ball to center fielder Chas McCormick.,L,R,R,HOU,BOS,B,,,2.0,1.0,2021.0,0.48,0.33,1.35,-0.66,,,,2.0,6.0,Top,,,,,455117.0,,,5.566891996354324,-126.33130126028608,-10.455443077681322,3.9081973404214616,27.603215986714268,-26.525583808275947,3.24,1.6,,,,86.5,2437.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.26,,,,,,,,41.0,4.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,161.0,0.0,0.042
119,3,FF,2021-10-22,95.7,-1.35,6.11,"Garcia, Luis",571771.0,677651.0,,ball,,,,,14.0,Enrique Hernandez triples (1) on a fly ball to center fielder Chas McCormick.,L,R,R,HOU,BOS,B,,,1.0,1.0,2021.0,-0.59,1.52,0.54,0.43,,,,2.0,6.0,Top,,,,,455117.0,,,6.294396359638577,-138.71806913054104,-12.692584943238973,-8.998899320713686,31.785112977312625,-9.819870716469133,3.23,1.6,,,,95.3,2476.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.17,,,,,,,,41.0,3.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,206.0,0.0,0.02
120,4,FF,2021-10-22,95.2,-1.23,6.1,"Garcia, Luis",571771.0,677651.0,,called_strike,,,,,14.0,Enrique Hernandez triples (1) on a fly ball to center fielder Chas McCormick.,L,R,R,HOU,BOS,S,,,1.0,0.0,2021.0,-0.51,1.54,0.98,1.43,,,,2.0,6.0,Top,,,,,455117.0,,,6.938811041298139,-138.19569942301135,-10.030691626763044,-8.134947009519975,31.407443726142965,-10.36221460148298,3.32,1.59,,,,95.2,2366.0,6.5,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.03,,,,,,,,41.0,2.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,202.0,0.0,-0.02
121,5,FC,2021-10-22,88.2,-1.56,6.04,"Garcia, Luis",571771.0,677651.0,,ball,,,,,14.0,Enrique Hernandez triples (1) on a fly ball to center fielder Chas McCormick.,L,R,R,HOU,BOS,B,,,0.0,0.0,2021.0,0.17,0.59,1.57,0.03,,,,2.0,6.0,Top,,,,,455117.0,,,7.21905620067403,-128.02760343735713,-9.661654339136225,0.2547374257391941,27.75612995447409,-23.72818704831561,3.27,1.59,,,,87.6,2437.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.32,,,,,,,,41.0,1.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,173.0,0.0,0.016
122,6,FF,2021-10-22,95.5,-1.04,6.03,"Garcia, Luis",656941.0,677651.0,field_out,hit_into_play,,,,,9.0,Kyle Schwarber flies out to left fielder Michael Brantley.,L,L,R,HOU,BOS,X,7.0,fly_ball,1.0,1.0,2021.0,-0.35,1.59,0.4,1.77,,,,1.0,6.0,Top,71.66,68.67,,,455117.0,,,4.557060954926411,-138.72308865832434,-9.12047037765275,-5.506450105151586,32.24970548555171,-9.81426321038868,3.37,1.53,349.0,97.7,31.0,95.4,2357.0,6.4,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.1,0.38,0.695,0.0,1.0,0.0,0.0,5.0,40.0,3.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,204.0,0.026000000000000002,-0.157
123,7,FC,2021-10-22,87.3,-1.08,5.94,"Garcia, Luis",656941.0,677651.0,,swinging_strike,,,,,14.0,Kyle Schwarber flies out to left fielder Michael Brantley.,L,L,R,HOU,BOS,S,,,1.0,0.0,2021.0,0.46,0.4,1.1,1.14,,,,1.0,6.0,Top,,,,,455117.0,,,4.282224542762496,-127.09289423185056,-6.2578838037610485,4.199824971119224,24.304689774121197,-26.80240394287313,3.37,1.53,,,,87.3,2429.0,6.1,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.39,,,,,,,,40.0,2.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,158.0,0.0,-0.032
124,8,CH,2021-10-22,86.6,-1.3,5.82,"Garcia, Luis",656941.0,677651.0,,ball,,,,,14.0,Kyle Schwarber flies out to left fielder Michael Brantley.,L,L,R,HOU,BOS,B,,,0.0,0.0,2021.0,-1.44,0.67,1.08,0.29,,,,1.0,6.0,Top,,,,,455117.0,,,8.522333590721871,-125.5662259920212,-8.193823077662586,-17.024072580928358,26.51577631699308,-23.560210157029687,3.23,1.54,,,,85.4,1969.0,5.8,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.67,,,,,,,,40.0,1.0,Changeup,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,231.0,0.0,0.026000000000000002
146,16,FC,2021-10-22,87.3,-1.38,6.02,"Garcia, Luis",592669.0,677651.0,strikeout,swinging_strike_blocked,,,,,14.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,S,2.0,,1.0,2.0,2021.0,0.37,0.31,1.11,0.16,,,,2.0,5.0,Top,,,,,455117.0,,,5.220240728379137,-126.91582047158548,-8.535481251289191,2.924514815803299,26.380384825149573,-27.26937941740704,3.41,1.56,,,,87.0,2392.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.31,,,0.0,1.0,0.0,0.0,,34.0,4.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,137.0,0.013999999999999999,-0.073
147,17,FC,2021-10-22,88.2,-1.52,5.94,"Garcia, Luis",592669.0,677651.0,,ball,,,,,14.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,B,,,0.0,2.0,2021.0,0.39,0.29,1.26,0.48,,,,2.0,5.0,Top,,,,,455117.0,,,5.966426031796825,-128.17759289517286,-7.794979397501866,3.0841443948939125,25.853074264060854,-27.57746277010337,3.47,1.66,,,,88.4,2423.0,6.4,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.05,,,,,,,,34.0,3.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,138.0,0.0,0.011000000000000001
148,19,FF,2021-10-22,95.1,-1.6,6.09,"Garcia, Luis",592669.0,677651.0,,called_strike,,,,,9.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,1.0,2021.0,-0.48,1.38,0.32,1.73,,,,2.0,5.0,Top,,,,,455117.0,,,6.092698320691032,-138.08159598285462,-8.807478606000863,-7.526826156271134,31.52686379720641,-12.765501002881999,3.46,1.68,,,,94.6,2430.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.34,,,,,,,,34.0,2.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,207.0,0.0,-0.024
149,21,FC,2021-10-22,86.4,-1.44,5.95,"Garcia, Luis",592669.0,677651.0,,swinging_strike,,,,,14.0,Hunter Renfroe strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,0.47,0.39,1.33,0.97,,,,2.0,5.0,Top,,,,,455117.0,,,5.61510234971676,-125.70134850529192,-6.447661424482612,3.8504708759277304,25.20708830923752,-26.97435027419969,3.41,1.56,,,,86.3,2393.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.29,,,,,,,,34.0,1.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,131.0,0.0,-0.018000000000000002
150,23,FC,2021-10-22,86.7,-1.46,5.99,"Garcia, Luis",624414.0,677651.0,strikeout,swinging_strike,,,,,14.0,Christian Arroyo strikes out swinging.,L,R,R,HOU,BOS,S,2.0,,1.0,2.0,2021.0,0.5,0.14,1.29,1.33,,,,1.0,5.0,Top,,,,,455117.0,,,5.541687312926324,-126.15554751121323,-5.211115978771237,4.184298408904638,26.90901033823177,-29.8113857391655,3.41,1.56,,,,86.5,2388.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.22,,,0.0,1.0,0.0,0.0,,33.0,4.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,129.0,0.023,-0.114
151,26,FC,2021-10-22,86.9,-1.68,5.96,"Garcia, Luis",624414.0,677651.0,,swinging_strike,,,,,14.0,Christian Arroyo strikes out swinging.,L,R,R,HOU,BOS,S,,,1.0,1.0,2021.0,0.33,0.26,1.15,0.67,,,,1.0,5.0,Top,,,,,455117.0,,,6.106559805316566,-126.3816394017602,-7.054453432537528,2.3347988305198304,24.803971823301893,-28.172461058497248,3.41,1.56,,,,87.1,2297.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.17,,,,,,,,33.0,3.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,136.0,0.0,-0.043
152,27,FC,2021-10-22,86.7,-1.65,5.97,"Garcia, Luis",624414.0,677651.0,,swinging_strike,,,,,9.0,Christian Arroyo strikes out swinging.,L,R,R,HOU,BOS,S,,,1.0,0.0,2021.0,0.37,0.42,0.76,1.82,,,,1.0,5.0,Top,,,,,455117.0,,,5.007710977039105,-126.1549285694932,-4.587962807127874,3.003210319256206,24.122141772853,-26.999423233785805,3.41,1.56,,,,86.8,2366.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.25,,,,,,,,33.0,2.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,147.0,0.0,-0.032
153,30,FF,2021-10-22,95.2,-1.43,6.09,"Garcia, Luis",624414.0,677651.0,,ball,,,,,14.0,Christian Arroyo strikes out swinging.,L,R,R,HOU,BOS,B,,,0.0,0.0,2021.0,-0.22,1.54,2.02,1.56,,,,1.0,5.0,Top,,,,,455117.0,,,9.495960932727485,-137.9532100208659,-9.561765770108137,-5.090222946481445,32.44514789758942,-10.497901165770287,3.43,1.61,,,,94.4,2479.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.29,,,,,,,,33.0,1.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,208.0,0.0,0.026000000000000002
154,31,FF,2021-10-22,95.0,-1.08,5.97,"Garcia, Luis",657077.0,677651.0,field_out,hit_into_play,,,,,9.0,Alex Verdugo lines out to third baseman Alex Bregman.,L,L,R,HOU,BOS,X,5.0,line_drive,0.0,1.0,2021.0,-0.42,1.58,0.28,1.9,,,,0.0,5.0,Top,113.75,160.01,,,455117.0,,,4.464136952475707,-138.0506313271055,-8.477628867577632,-6.346549545636476,32.0491293936434,-10.296642581345543,3.37,1.53,110.0,99.8,4.0,94.6,2404.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.28,0.547,0.502,0.0,1.0,0.0,0.0,4.0,32.0,2.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,203.0,0.032,-0.203
155,34,CU,2021-10-22,76.8,-1.03,5.94,"Garcia, Luis",657077.0,677651.0,,called_strike,,,,,3.0,Alex Verdugo lines out to third baseman Alex Bregman.,L,L,R,HOU,BOS,S,,,0.0,0.0,2021.0,0.72,-1.47,0.29,2.92,,,,0.0,5.0,Top,,,,,455117.0,,,1.4911447953325545,-111.6435513142085,3.4050304692457525,5.6326678597819235,23.66623178955653,-45.2707276202003,3.44,1.53,,,,76.1,2362.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.23,,,,,,,,32.0,1.0,Curveball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Infield shift,Standard,37.0,0.0,-0.038
179,35,FC,2021-10-22,89.2,-1.53,5.98,"Garcia, Luis",502110.0,677651.0,strikeout,swinging_strike,,,,,14.0,J.D. Martinez strikes out swinging.,L,R,R,HOU,BOS,S,2.0,,3.0,2.0,2021.0,0.36,0.39,0.52,0.74,,,,2.0,4.0,Top,,,,,455117.0,,,4.266049505542849,-129.65102161807948,-7.664508226058338,3.209940243999258,27.21477378556389,-26.403755984045453,3.49,1.6,,,,89.0,2453.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.24,,,0.0,1.0,0.0,0.0,,25.0,6.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,155.0,0.013000000000000001,-0.134
180,38,FF,2021-10-22,97.1,-1.34,6.12,"Garcia, Luis",502110.0,677651.0,,ball,,,,,14.0,J.D. Martinez strikes out swinging.,L,R,R,HOU,BOS,B,,,2.0,2.0,2021.0,-0.52,1.68,1.72,1.21,,,,2.0,4.0,Top,,,,,455117.0,,,9.303300667387637,-140.6835720242509,-11.333225464465025,-9.123111808865307,34.77166019441492,-7.254878290971083,3.75,1.75,,,,96.1,2560.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.33,,,,,,,,25.0,5.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,198.0,0.0,0.043
181,39,FC,2021-10-22,85.9,-1.61,5.95,"Garcia, Luis",502110.0,677651.0,,swinging_strike,,,,,8.0,J.D. Martinez strikes out swinging.,L,R,R,HOU,BOS,S,,,2.0,1.0,2021.0,0.4,0.24,0.26,1.5,,,,2.0,4.0,Top,,,,,455117.0,,,3.6201921981436116,-125.0304193428327,-4.775968411442311,3.519598524516533,24.562164566775362,-28.950038063423573,3.49,1.6,,,,86.1,2423.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.18,,,,,,,,25.0,4.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,130.0,0.0,-0.027999999999999997
182,41,FF,2021-10-22,96.3,-1.54,6.04,"Garcia, Luis",502110.0,677651.0,,ball,,,,,13.0,J.D. Martinez strikes out swinging.,L,R,R,HOU,BOS,B,,,1.0,1.0,2021.0,-0.67,1.65,-1.0,1.7,,,,2.0,4.0,Top,,,,,455117.0,,,2.9455211703927815,-139.89996215765603,-9.603917297183946,-9.459339661077287,35.08687557913519,-8.497638831645201,3.73,1.76,,,,95.6,2551.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.27,,,,,,,,25.0,3.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,203.0,0.0,0.02
183,44,FC,2021-10-22,85.7,-1.87,6.01,"Garcia, Luis",502110.0,677651.0,,ball,,,,,14.0,J.D. Martinez strikes out swinging.,L,R,R,HOU,BOS,B,,,0.0,1.0,2021.0,0.44,-0.11,0.98,0.54,,,,2.0,4.0,Top,,,,,455117.0,,,5.848375136558684,-124.5901676282012,-6.377526000958699,3.306845370806023,25.93241411122705,-32.18820108882027,3.77,1.78,,,,85.3,2364.0,6.2,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.31,,,,,,,,25.0,2.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,84.0,0.0,0.013999999999999999
184,46,FC,2021-10-22,87.6,-1.55,5.95,"Garcia, Luis",502110.0,677651.0,,swinging_strike,,,,,14.0,J.D. Martinez strikes out swinging.,L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,0.4,0.42,0.53,0.8,,,,2.0,4.0,Top,,,,,455117.0,,,4.194536889610354,-127.39819100257496,-7.174289482901042,3.518139683373424,25.910809131225907,-26.31622763075014,3.49,1.6,,,,87.6,2302.0,6.3,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.21,,,,,,,,25.0,1.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,163.0,0.0,-0.018000000000000002
185,48,FF,2021-10-22,95.7,-1.62,6.09,"Garcia, Luis",593428.0,677651.0,field_out,hit_into_play,,,,,6.0,"Xander Bogaerts grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,R,HOU,BOS,X,5.0,ground_ball,0.0,1.0,2021.0,-0.47,1.62,0.64,2.32,,,,1.0,4.0,Top,99.38,158.72,,,455117.0,,,6.974392613776711,-139.116220842363,-7.962316562316418,-7.663002164162062,30.608357794428922,-9.561494477809779,3.47,1.59,13.0,80.8,-9.0,95.3,2450.0,6.1,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.42,0.09699999999999999,0.087,0.0,1.0,0.0,0.0,2.0,24.0,2.0,4-Seam Fastball,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,200.0,0.02,-0.136
186,50,FC,2021-10-22,87.5,-1.65,6.02,"Garcia, Luis",593428.0,677651.0,,swinging_strike,,,,,14.0,"Xander Bogaerts grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,R,HOU,BOS,S,,,0.0,0.0,2021.0,0.29,0.01,0.68,1.32,,,,1.0,4.0,Top,,,,,455117.0,,,4.97811788412442,-127.2426879446961,-5.177677894342864,2.1152322139725404,26.531813544551262,-31.136242892592307,3.47,1.59,,,,86.8,2273.0,5.9,660899.0,677651.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,676801.0,663656.0,54.57,,,,,,,,24.0,1.0,Cutter,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Standard,Standard,129.0,0.0,-0.027000000000000003
